"","CodAlumno","IdCursoPeriodo","Periodo","SiglaCurso","Seccion","Año","Semestre","NotaFinal","Ranking"
"5013",440633,"4B9F6345-4BD4-4BD7-A53D-0149774A0B1F",20241,"MAT1620",5,2024,1,"3.5",60
"5014",440633,"79AB7AD9-BFE3-4DF0-A018-32F5CC44D688",20231,"QIM100E",9,2023,1,"4.1",53
"5015",440633,"83C6959B-D11C-4F19-8645-3EEB4D070FF9",20232,"MAT1620",9,2023,2,"3.7",67
"5016",440633,"ABB2D29C-FD36-4D67-AC85-9A0901873AD3",20242,"MAT1620",9,2024,2,NA,1
"5017",440633,"7C96BCD2-C49A-498F-A650-AF0782B7FF0E",20231,"MAT1203",13,2023,1,"4.8",33
"5018",440633,"615639FC-BE49-4721-83F8-DD532FB53D6A",20231,"MAT1610",11,2023,1,"4.2",36
"5019",440634,"101875A5-984C-40BF-840F-1489F4295074",20231,"QIM100E",10,2023,1,"2.9",67
"5020",440634,"63289025-57B3-42F1-8789-2BF2C7A6F113",20232,"QIM100E",1,2023,2,"4.9",44
"5021",440634,"83E27C0D-FE0D-486C-B8FC-3366A132173B",20232,"MAT1610",5,2023,2,"2.3",67
"5022",440634,"52FE0267-5AA5-4275-A03C-B4620EB600D1",20232,"MAT1203",3,2023,2,"3.9",35
"5023",440634,"AACCB6F3-EE7D-45E4-AB9A-B7980D91FAE1",20231,"MAT1203",14,2023,1,"2.4",52
"5024",440634,"ECFA6F70-D7A2-4FBF-8EC0-ECF0B195166E",20231,"MAT1610",12,2023,1,"1.8",50
"5025",440635,"1973D69A-8D85-4D51-AAA1-009F60D45DCB",20231,"MAT1203",12,2023,1,"5.5",21
"5026",440635,"2A1AE5C7-C169-495C-9F42-10DEE1E0B62F",20232,"MAT1620",4,2023,2,"5.9",21
"5027",440635,"82C933BE-690F-4C5F-93AB-4CE0463449D5",20231,"MAT1610",10,2023,1,"5.9",14
"5028",440635,"7BC78B7B-0DB2-429F-9307-ACD25D0E58DB",20231,"QIM100E",8,2023,1,"4.8",41
"5029",440636,"8E0F2E27-51BC-40B0-AB2C-320ACB406D1B",20231,"QIM100E",7,2023,1,"4.5",56
"5030",440636,"38C9A27C-8505-4FAD-AF3B-4399C984F0A0",20233,"MAT1620",2,2023,3,"5.2",14
"5031",440636,"3E9D5473-DE72-4CCA-B8DB-9CBC50FC4F8B",20231,"MAT1203",10,2023,1,"4.9",29
"5032",440636,"DD94251F-8194-408E-93A2-A257F71A53C3",20232,"MAT1610",14,2023,2,"4.9",2
"5033",440636,"983A9488-F8B4-44AD-BBD9-C2BFE5BE33DC",20231,"MAT1610",8,2023,1,"3.6",50
"5034",440637,"4B9F6345-4BD4-4BD7-A53D-0149774A0B1F",20241,"MAT1620",5,2024,1,"4",45
"5035",440637,"A4DE398B-4932-488F-8D5C-02DC4E9D6119",20231,"MAT1610",7,2023,1,"2.5",33
"5036",440637,"83E27C0D-FE0D-486C-B8FC-3366A132173B",20232,"MAT1610",5,2023,2,"3.7",50
"5037",440637,"315A8D7E-6535-4195-A1B6-5B66DB39E3CA",20241,"QIM100E",8,2024,1,"4.5",74
"5038",440637,"C871F377-3DDE-4D59-92DF-73368A930932",20231,"QIM100E",6,2023,1,"3.2",62
"5039",440637,"52FE0267-5AA5-4275-A03C-B4620EB600D1",20232,"MAT1203",3,2023,2,"4.6",18
"5040",440637,"506901EB-5DC2-4880-8E95-C6D6AC79EF52",20233,"MAT1610",2,2023,3,"5",3
"5041",440637,"48304288-69BD-4A79-9089-E230A3A44622",20231,"MAT1203",9,2023,1,"3.3",42
"5042",440638,"63289025-57B3-42F1-8789-2BF2C7A6F113",20232,"QIM100E",1,2023,2,"5.4",9
"5043",440638,"3B99D572-3626-45CD-9887-3E00B397D054",20241,"MAT1610",13,2024,1,"4",52
"5044",440638,"67215493-6AE0-4FEC-A01B-522013D93D86",20232,"MAT1610",9,2023,2,"2.7",42
"5045",440638,"92D23B1A-BC6B-4874-881E-A90B11944990",20232,"MAT1203",5,2023,2,"4.2",43
"5046",440638,"198E3878-AD6E-4F5E-BA68-B9DC0B2DF547",20231,"MAT1610",13,2023,1,"1.9",59
"5047",440638,"506901EB-5DC2-4880-8E95-C6D6AC79EF52",20233,"MAT1610",2,2023,3,"3.4",28
"5048",440638,"9D11BE9E-8027-4A6A-89FF-CB67CEEDCF77",20231,"QIM100E",1,2023,1,"3.5",83
"5049",440638,"60527C5D-BC41-4C0F-BD80-D592C862D3E0",20231,"MAT1203",1,2023,1,"2.9",64
"5050",440638,"3EFBD6A3-240D-4A8B-B368-D74E77F139CA",20242,"MAT1620",1,2024,2,NA,1
"5051",440639,"63289025-57B3-42F1-8789-2BF2C7A6F113",20232,"QIM100E",1,2023,2,"5.7",2
"5052",440639,"83C6959B-D11C-4F19-8645-3EEB4D070FF9",20232,"MAT1620",9,2023,2,"4.2",57
"5053",440639,"9AECE77B-0B68-4EE6-97C2-C562AE9C1BE7",20231,"QIM100E",3,2023,1,"3.3",71
"5054",440639,"2D56E59D-C869-4A3F-A918-C7DB76D8CECF",20231,"MAT1610",17,2023,1,"4.3",33
"5055",440639,"57B77DDB-A59D-433E-AEC6-F1E19DC0628C",20231,"MAT1203",5,2023,1,"4.8",22
"5056",440640,"D80C0EC2-9D32-4A80-99AD-58350E43A9B2",20231,"MAT1610",19,2023,1,"4.9",22
"5057",440640,"12FA7C20-4C8D-46AC-B577-5B6EE96DBBD1",20231,"QIM100E",5,2023,1,"4.9",41
"5058",440640,"491B468F-6A46-4E3B-B8BA-730BA7A22CDD",20231,"MAT1203",7,2023,1,"3.3",45
"5059",440640,"29FE73D1-25B3-469B-A18F-A9A9AB3FAED1",20232,"MAT1620",3,2023,2,"5.6",26
"5060",440640,"52FE0267-5AA5-4275-A03C-B4620EB600D1",20232,"MAT1203",3,2023,2,"5.7",1
"5061",440641,"B0C78CC6-BA1F-41B0-94B4-2BA9FC42D386",20232,"MAT1620",16,2023,2,"4",5
"5062",440641,"63289025-57B3-42F1-8789-2BF2C7A6F113",20232,"QIM100E",1,2023,2,"5.1",32
"5063",440641,"C70CBA88-AADA-4912-AE40-35B65EC32AFF",20231,"MAT1203",8,2023,1,"4.6",35
"5064",440641,"81CDDAAA-FCFB-4556-ABC6-3F56AE627B0D",20231,"MAT1610",20,2023,1,"4",43
"5065",440641,"12FA7C20-4C8D-46AC-B577-5B6EE96DBBD1",20231,"QIM100E",5,2023,1,"3.5",77
"5066",440642,"AFBEDEC3-1F35-4642-8D28-1B03EF6212D0",20241,"MAT1610",15,2024,1,"3",57
"5067",440642,"E875C7E1-9283-4555-8764-2D9BB2B43E46",20231,"QIM100E",4,2023,1,"2.5",84
"5068",440642,"83E27C0D-FE0D-486C-B8FC-3366A132173B",20232,"MAT1610",5,2023,2,"1.8",71
"5069",440642,"3D2BAE3A-23A8-448F-9A56-49DFF826B7DC",20241,"MAT1203",9,2024,1,"2",71
"5070",440642,"FE60BD95-7BEA-4F86-B67F-76EED2212492",20231,"MAT1203",6,2023,1,"2.4",51
"5071",440642,"AFBF1989-402D-42C6-9A6B-979D9F8D6BE5",20231,"MAT1610",18,2023,1,"1.8",54
"5072",440642,"506901EB-5DC2-4880-8E95-C6D6AC79EF52",20233,"MAT1610",2,2023,3,"2.4",32
"5073",440643,"83C6959B-D11C-4F19-8645-3EEB4D070FF9",20232,"MAT1620",9,2023,2,"4",63
"5074",440643,"14B8BE59-FF71-4FF0-8EC6-5C5B7BA657ED",20231,"MAT1203",4,2023,1,"2.1",59
"5075",440643,"92D23B1A-BC6B-4874-881E-A90B11944990",20232,"MAT1203",5,2023,2,"4.5",33
"5076",440643,"9AECE77B-0B68-4EE6-97C2-C562AE9C1BE7",20231,"QIM100E",3,2023,1,"4.3",60
"5077",440643,"F62ADD7C-E1DE-483F-9218-ECF7095E8E2E",20231,"MAT1610",16,2023,1,"4",38
"5078",440644,"1973D69A-8D85-4D51-AAA1-009F60D45DCB",20231,"MAT1203",12,2023,1,"3.8",61
"5079",440644,"2A1AE5C7-C169-495C-9F42-10DEE1E0B62F",20232,"MAT1620",4,2023,2,"4.3",64
"5080",440644,"C44B59A9-BAE4-4FBB-A636-124B1EF49F98",20232,"MAT1203",1,2023,2,"5.4",2
"5081",440644,"82C933BE-690F-4C5F-93AB-4CE0463449D5",20231,"MAT1610",10,2023,1,"5",37
"5082",440644,"7BC78B7B-0DB2-429F-9307-ACD25D0E58DB",20231,"QIM100E",8,2023,1,"4.4",67
"5083",440645,"79AB7AD9-BFE3-4DF0-A018-32F5CC44D688",20231,"QIM100E",9,2023,1,"4.8",32
"5084",440645,"29FE73D1-25B3-469B-A18F-A9A9AB3FAED1",20232,"MAT1620",3,2023,2,"4.8",55
"5085",440645,"7C96BCD2-C49A-498F-A650-AF0782B7FF0E",20231,"MAT1203",13,2023,1,"4.9",30
"5086",440645,"615639FC-BE49-4721-83F8-DD532FB53D6A",20231,"MAT1610",11,2023,1,"4.5",30
"5087",440646,"2A1AE5C7-C169-495C-9F42-10DEE1E0B62F",20232,"MAT1620",4,2023,2,"4.3",64
"5088",440646,"101875A5-984C-40BF-840F-1489F4295074",20231,"QIM100E",10,2023,1,"4.4",48
"5089",440646,"AACCB6F3-EE7D-45E4-AB9A-B7980D91FAE1",20231,"MAT1203",14,2023,1,"4.5",27
"5090",440646,"ECFA6F70-D7A2-4FBF-8EC0-ECF0B195166E",20231,"MAT1610",12,2023,1,"4.7",17
"5091",440647,"1973D69A-8D85-4D51-AAA1-009F60D45DCB",20231,"MAT1203",12,2023,1,"5.9",10
"5092",440647,"82C933BE-690F-4C5F-93AB-4CE0463449D5",20231,"MAT1610",10,2023,1,"5.7",19
"5093",440647,"7BC78B7B-0DB2-429F-9307-ACD25D0E58DB",20231,"QIM100E",8,2023,1,"4.4",67
"5094",440647,"E1338AC6-CAA6-40C4-B67E-F695E7553048",20232,"MAT1620",18,2023,2,"5.2",1
"5095",440648,"63289025-57B3-42F1-8789-2BF2C7A6F113",20232,"QIM100E",1,2023,2,"3.5",94
"5096",440648,"8E0F2E27-51BC-40B0-AB2C-320ACB406D1B",20231,"QIM100E",7,2023,1,"1.3",84
"5097",440648,"83E27C0D-FE0D-486C-B8FC-3366A132173B",20232,"MAT1610",5,2023,2,"2.8",62
"5098",440648,"81C07BA6-51F6-4639-8507-9600AF431FB8",20241,"MAT1620",2,2024,1,"4.3",26
"5099",440648,"3E9D5473-DE72-4CCA-B8DB-9CBC50FC4F8B",20231,"MAT1203",10,2023,1,"3.2",62
"5100",440648,"52FE0267-5AA5-4275-A03C-B4620EB600D1",20232,"MAT1203",3,2023,2,"4",29
"5101",440648,"983A9488-F8B4-44AD-BBD9-C2BFE5BE33DC",20231,"MAT1610",8,2023,1,"2.2",58
"5102",440648,"506901EB-5DC2-4880-8E95-C6D6AC79EF52",20233,"MAT1610",2,2023,3,"4.1",18
"5103",440649,"A4DE398B-4932-488F-8D5C-02DC4E9D6119",20231,"MAT1610",7,2023,1,"1.7",38
"5104",440649,"83E27C0D-FE0D-486C-B8FC-3366A132173B",20232,"MAT1610",5,2023,2,"3.4",57
"5105",440649,"875B0F08-63CF-4B38-AEE6-4E3066D29732",20241,"MAT1610",7,2024,1,"3.6",45
"5106",440649,"6490DF93-4DE0-4DE6-B991-598F37452363",20241,"MAT1203",2,2024,1,"4.1",46
"5107",440649,"315A8D7E-6535-4195-A1B6-5B66DB39E3CA",20241,"QIM100E",8,2024,1,"4.4",78
"5108",440649,"6358443D-D98D-4A0B-871D-719078C8DDC9",20242,"MAT1610",3,2024,2,NA,1
"5109",440649,"C871F377-3DDE-4D59-92DF-73368A930932",20231,"QIM100E",6,2023,1,"2.2",68
"5110",440649,"52FE0267-5AA5-4275-A03C-B4620EB600D1",20232,"MAT1203",3,2023,2,"3.8",36
"5111",440649,"48304288-69BD-4A79-9089-E230A3A44622",20231,"MAT1203",9,2023,1,"2.3",45
"5112",440650,"83E27C0D-FE0D-486C-B8FC-3366A132173B",20232,"MAT1610",5,2023,2,"2.5",65
"5113",440650,"92D23B1A-BC6B-4874-881E-A90B11944990",20232,"MAT1203",5,2023,2,"4.4",36
"5114",440650,"198E3878-AD6E-4F5E-BA68-B9DC0B2DF547",20231,"MAT1610",13,2023,1,"2.1",58
"5115",440650,"9D11BE9E-8027-4A6A-89FF-CB67CEEDCF77",20231,"QIM100E",1,2023,1,"2.7",89
"5116",440650,"60527C5D-BC41-4C0F-BD80-D592C862D3E0",20231,"MAT1203",1,2023,1,"3.6",57
"5117",440767,"101875A5-984C-40BF-840F-1489F4295074",20231,"QIM100E",10,2023,1,"2.6",69
"5118",440767,"63289025-57B3-42F1-8789-2BF2C7A6F113",20232,"QIM100E",1,2023,2,"4.8",57
"5119",440767,"83E27C0D-FE0D-486C-B8FC-3366A132173B",20232,"MAT1610",5,2023,2,"3.4",57
"5120",440767,"52FE0267-5AA5-4275-A03C-B4620EB600D1",20232,"MAT1203",3,2023,2,"4.1",27
"5121",440767,"AACCB6F3-EE7D-45E4-AB9A-B7980D91FAE1",20231,"MAT1203",14,2023,1,"2.3",53
"5122",440767,"ECFA6F70-D7A2-4FBF-8EC0-ECF0B195166E",20231,"MAT1610",12,2023,1,"1.4",51
"5123",440768,"A4DE398B-4932-488F-8D5C-02DC4E9D6119",20231,"MAT1610",7,2023,1,"2.4",34
"5124",440768,"63289025-57B3-42F1-8789-2BF2C7A6F113",20232,"QIM100E",1,2023,2,"4.3",87
"5125",440768,"67215493-6AE0-4FEC-A01B-522013D93D86",20232,"MAT1610",9,2023,2,"4",28
"5126",440768,"C871F377-3DDE-4D59-92DF-73368A930932",20231,"QIM100E",6,2023,1,"3.1",63
"5127",440768,"81C07BA6-51F6-4639-8507-9600AF431FB8",20241,"MAT1620",2,2024,1,"3.2",44
"5128",440768,"92D23B1A-BC6B-4874-881E-A90B11944990",20232,"MAT1203",5,2023,2,"4.1",45
"5129",440768,"3EFBD6A3-240D-4A8B-B368-D74E77F139CA",20242,"MAT1620",1,2024,2,NA,1
"5130",440768,"48304288-69BD-4A79-9089-E230A3A44622",20231,"MAT1203",9,2023,1,"2.6",44
"5131",440769,"E875C7E1-9283-4555-8764-2D9BB2B43E46",20231,"QIM100E",4,2023,1,"4.7",40
"5132",440769,"FE60BD95-7BEA-4F86-B67F-76EED2212492",20231,"MAT1203",6,2023,1,"4.9",19
"5133",440769,"AFBF1989-402D-42C6-9A6B-979D9F8D6BE5",20231,"MAT1610",18,2023,1,"4.8",21
"5134",440769,"6FD4DAE1-0EF3-4EDD-89EB-D95EC77B3C66",20232,"MAT1620",7,2023,2,"5.7",12
"5135",440770,"F54C199D-8DD2-4480-8F0B-1467179EA18A",20232,"MAT1620",2,2023,2,"4.8",34
"5136",440770,"79AB7AD9-BFE3-4DF0-A018-32F5CC44D688",20231,"QIM100E",9,2023,1,"5.1",19
"5137",440770,"7C96BCD2-C49A-498F-A650-AF0782B7FF0E",20231,"MAT1203",13,2023,1,"4.9",30
"5138",440770,"615639FC-BE49-4721-83F8-DD532FB53D6A",20231,"MAT1610",11,2023,1,"4.1",39
"5139",440771,"4B9F6345-4BD4-4BD7-A53D-0149774A0B1F",20241,"MAT1620",5,2024,1,"4.1",40
"5140",440771,"101875A5-984C-40BF-840F-1489F4295074",20231,"QIM100E",10,2023,1,"3.7",56
"5141",440771,"63289025-57B3-42F1-8789-2BF2C7A6F113",20232,"QIM100E",1,2023,2,"4.9",44
"5142",440771,"83E27C0D-FE0D-486C-B8FC-3366A132173B",20232,"MAT1610",5,2023,2,"3.9",48
"5143",440771,"92D23B1A-BC6B-4874-881E-A90B11944990",20232,"MAT1203",5,2023,2,"4",47
"5144",440771,"AACCB6F3-EE7D-45E4-AB9A-B7980D91FAE1",20231,"MAT1203",14,2023,1,"3.5",46
"5145",440771,"506901EB-5DC2-4880-8E95-C6D6AC79EF52",20233,"MAT1610",2,2023,3,"4.3",17
"5146",440771,"ECFA6F70-D7A2-4FBF-8EC0-ECF0B195166E",20231,"MAT1610",12,2023,1,"2.7",47
"5147",440772,"4B9F6345-4BD4-4BD7-A53D-0149774A0B1F",20241,"MAT1620",5,2024,1,"4.3",36
"5148",440772,"A4DE398B-4932-488F-8D5C-02DC4E9D6119",20231,"MAT1610",7,2023,1,"2.9",32
"5149",440772,"83E27C0D-FE0D-486C-B8FC-3366A132173B",20232,"MAT1610",5,2023,2,"3.6",53
"5150",440772,"C871F377-3DDE-4D59-92DF-73368A930932",20231,"QIM100E",6,2023,1,"4.2",54
"5151",440772,"92D23B1A-BC6B-4874-881E-A90B11944990",20232,"MAT1203",5,2023,2,"4",47
"5152",440772,"506901EB-5DC2-4880-8E95-C6D6AC79EF52",20233,"MAT1610",2,2023,3,"4.4",12
"5153",440772,"48304288-69BD-4A79-9089-E230A3A44622",20231,"MAT1203",9,2023,1,"3.5",41
"5154",440773,"C44B59A9-BAE4-4FBB-A636-124B1EF49F98",20232,"MAT1203",1,2023,2,"4.3",10
"5155",440773,"2892D0EE-396A-4753-A520-22D4F4225E9A",20241,"MAT1620",6,2024,1,"4.1",23
"5156",440773,"63289025-57B3-42F1-8789-2BF2C7A6F113",20232,"QIM100E",1,2023,2,"3.8",91
"5157",440773,"E875C7E1-9283-4555-8764-2D9BB2B43E46",20231,"QIM100E",4,2023,1,"3.1",74
"5158",440773,"83E27C0D-FE0D-486C-B8FC-3366A132173B",20232,"MAT1610",5,2023,2,"4.3",35
"5159",440773,"FE60BD95-7BEA-4F86-B67F-76EED2212492",20231,"MAT1203",6,2023,1,"2.4",51
"5160",440773,"4E2D61C6-072A-4CF1-A35A-7B2E2F3D19A7",20241,"QIM100E",1,2024,1,"4.8",59
"5161",440773,"AFBF1989-402D-42C6-9A6B-979D9F8D6BE5",20231,"MAT1610",18,2023,1,"2.4",51
"5162",440774,"0AEEF5F8-BA3C-42C1-8901-29ED83BE5AB5",20232,"MAT1620",8,2023,2,"5.7",12
"5163",440774,"79AB7AD9-BFE3-4DF0-A018-32F5CC44D688",20231,"QIM100E",9,2023,1,"5.1",19
"5164",440774,"7C96BCD2-C49A-498F-A650-AF0782B7FF0E",20231,"MAT1203",13,2023,1,"6.4",2
"5165",440774,"615639FC-BE49-4721-83F8-DD532FB53D6A",20231,"MAT1610",11,2023,1,"6.1",8
"5166",440775,"101875A5-984C-40BF-840F-1489F4295074",20231,"QIM100E",10,2023,1,"4.6",38
"5167",440775,"6FC7B952-C2B8-4607-91E0-5A28BAAFC685",20232,"MAT1620",10,2023,2,"4.3",32
"5168",440775,"AACCB6F3-EE7D-45E4-AB9A-B7980D91FAE1",20231,"MAT1203",14,2023,1,"4.7",20
"5169",440775,"ECFA6F70-D7A2-4FBF-8EC0-ECF0B195166E",20231,"MAT1610",12,2023,1,"4.3",24
"5170",440776,"A4DE398B-4932-488F-8D5C-02DC4E9D6119",20231,"MAT1610",7,2023,1,"2.2",37
"5171",440776,"C871F377-3DDE-4D59-92DF-73368A930932",20231,"QIM100E",6,2023,1,"4.5",43
"5172",440776,"48304288-69BD-4A79-9089-E230A3A44622",20231,"MAT1203",9,2023,1,"2.2",47
"5173",440777,"E875C7E1-9283-4555-8764-2D9BB2B43E46",20231,"QIM100E",4,2023,1,"4.5",53
"5174",440777,"FE60BD95-7BEA-4F86-B67F-76EED2212492",20231,"MAT1203",6,2023,1,"4.4",32
"5175",440777,"AFBF1989-402D-42C6-9A6B-979D9F8D6BE5",20231,"MAT1610",18,2023,1,"4.6",24
"5176",440777,"6FD4DAE1-0EF3-4EDD-89EB-D95EC77B3C66",20232,"MAT1620",7,2023,2,"4",68
"5177",440778,"63289025-57B3-42F1-8789-2BF2C7A6F113",20232,"QIM100E",1,2023,2,"5.3",16
"5178",440778,"79AB7AD9-BFE3-4DF0-A018-32F5CC44D688",20231,"QIM100E",9,2023,1,"3.7",54
"5179",440778,"5D77B1EC-1EFF-4BE7-B983-554DE476DED4",20232,"MAT1610",1,2023,2,"4.2",21
"5180",440778,"81C07BA6-51F6-4639-8507-9600AF431FB8",20241,"MAT1620",2,2024,1,"4",33
"5181",440778,"7C96BCD2-C49A-498F-A650-AF0782B7FF0E",20231,"MAT1203",13,2023,1,"3.5",58
"5182",440778,"52FE0267-5AA5-4275-A03C-B4620EB600D1",20232,"MAT1203",3,2023,2,"4.9",11
"5183",440778,"615639FC-BE49-4721-83F8-DD532FB53D6A",20231,"MAT1610",11,2023,1,"3.7",47
"5184",440779,"F54C199D-8DD2-4480-8F0B-1467179EA18A",20232,"MAT1620",2,2023,2,"4",56
"5185",440779,"101875A5-984C-40BF-840F-1489F4295074",20231,"QIM100E",10,2023,1,"3.3",64
"5186",440779,"6EE4EC3A-CCAB-46C7-92AA-583FFC7FE2B9",20241,"QIM100E",6,2024,1,"4.9",33
"5187",440779,"AACCB6F3-EE7D-45E4-AB9A-B7980D91FAE1",20231,"MAT1203",14,2023,1,"4",39
"5188",440779,"ECFA6F70-D7A2-4FBF-8EC0-ECF0B195166E",20231,"MAT1610",12,2023,1,"4.2",26
"5189",440780,"A4DE398B-4932-488F-8D5C-02DC4E9D6119",20231,"MAT1610",7,2023,1,"4.6",18
"5190",440780,"83C6959B-D11C-4F19-8645-3EEB4D070FF9",20232,"MAT1620",9,2023,2,"4.6",40
"5191",440780,"C871F377-3DDE-4D59-92DF-73368A930932",20231,"QIM100E",6,2023,1,"4.2",54
"5192",440780,"48304288-69BD-4A79-9089-E230A3A44622",20231,"MAT1203",9,2023,1,"4.6",22
"5193",440781,"63289025-57B3-42F1-8789-2BF2C7A6F113",20232,"QIM100E",1,2023,2,"4.5",78
"5194",440781,"E875C7E1-9283-4555-8764-2D9BB2B43E46",20231,"QIM100E",4,2023,1,"2.9",78
"5195",440781,"6FC7B952-C2B8-4607-91E0-5A28BAAFC685",20232,"MAT1620",10,2023,2,"4.4",27
"5196",440781,"FE60BD95-7BEA-4F86-B67F-76EED2212492",20231,"MAT1203",6,2023,1,"4.6",28
"5197",440781,"AFBF1989-402D-42C6-9A6B-979D9F8D6BE5",20231,"MAT1610",18,2023,1,"5.2",15
"5198",440782,"2A1AE5C7-C169-495C-9F42-10DEE1E0B62F",20232,"MAT1620",4,2023,2,"P",75
"5199",440782,"79AB7AD9-BFE3-4DF0-A018-32F5CC44D688",20231,"QIM100E",9,2023,1,"4.4",46
"5200",440782,"7C96BCD2-C49A-498F-A650-AF0782B7FF0E",20231,"MAT1203",13,2023,1,"4.1",48
"5201",440782,"615639FC-BE49-4721-83F8-DD532FB53D6A",20231,"MAT1610",11,2023,1,"4",43
"5202",440783,"101875A5-984C-40BF-840F-1489F4295074",20231,"QIM100E",10,2023,1,"4.6",38
"5203",440783,"2832374B-C04B-4C0C-8DE5-2562F67F7404",20232,"MAT1620",6,2023,2,"4.5",46
"5204",440783,"AACCB6F3-EE7D-45E4-AB9A-B7980D91FAE1",20231,"MAT1203",14,2023,1,"4.3",32
"5205",440783,"ECFA6F70-D7A2-4FBF-8EC0-ECF0B195166E",20231,"MAT1610",12,2023,1,"4.7",17
"5206",440784,"A4DE398B-4932-488F-8D5C-02DC4E9D6119",20231,"MAT1610",7,2023,1,"5",11
"5207",440784,"6FC7B952-C2B8-4607-91E0-5A28BAAFC685",20232,"MAT1620",10,2023,2,"4.8",12
"5208",440784,"C871F377-3DDE-4D59-92DF-73368A930932",20231,"QIM100E",6,2023,1,"4.5",43
"5209",440784,"48304288-69BD-4A79-9089-E230A3A44622",20231,"MAT1203",9,2023,1,"4.8",18
"5210",440785,"2892D0EE-396A-4753-A520-22D4F4225E9A",20241,"MAT1620",6,2024,1,"4.4",16
"5211",440785,"83EF7B70-5F9F-4FA0-B322-22F6E20AA530",20233,"MAT1203",1,2023,3,"5.5",3
"5212",440785,"63289025-57B3-42F1-8789-2BF2C7A6F113",20232,"QIM100E",1,2023,2,"4.5",78
"5213",440785,"E875C7E1-9283-4555-8764-2D9BB2B43E46",20231,"QIM100E",4,2023,1,"3",76
"5214",440785,"67215493-6AE0-4FEC-A01B-522013D93D86",20232,"MAT1610",9,2023,2,"4.4",18
"5215",440785,"FE60BD95-7BEA-4F86-B67F-76EED2212492",20231,"MAT1203",6,2023,1,"2.9",48
"5216",440785,"AFBF1989-402D-42C6-9A6B-979D9F8D6BE5",20231,"MAT1610",18,2023,1,"3.1",46
"5217",440786,"79AB7AD9-BFE3-4DF0-A018-32F5CC44D688",20231,"QIM100E",9,2023,1,"4.8",32
"5218",440786,"6FC7B952-C2B8-4607-91E0-5A28BAAFC685",20232,"MAT1620",10,2023,2,"4",41
"5219",440786,"7C96BCD2-C49A-498F-A650-AF0782B7FF0E",20231,"MAT1203",13,2023,1,"4.7",37
"5220",440786,"615639FC-BE49-4721-83F8-DD532FB53D6A",20231,"MAT1610",11,2023,1,"4.2",36
"5221",440787,"101875A5-984C-40BF-840F-1489F4295074",20231,"QIM100E",10,2023,1,"3.7",56
"5222",440787,"63289025-57B3-42F1-8789-2BF2C7A6F113",20232,"QIM100E",1,2023,2,"5.1",32
"5223",440787,"AACCB6F3-EE7D-45E4-AB9A-B7980D91FAE1",20231,"MAT1203",14,2023,1,"4.6",24
"5224",440787,"E038C2DE-BEEA-498E-A944-DFFF10B3A1BD",20232,"MAT1620",5,2023,2,"4.8",38
"5225",440787,"ECFA6F70-D7A2-4FBF-8EC0-ECF0B195166E",20231,"MAT1610",12,2023,1,"4.4",22
"5226",440788,"A4DE398B-4932-488F-8D5C-02DC4E9D6119",20231,"MAT1610",7,2023,1,"4.3",22
"5227",440788,"0AEEF5F8-BA3C-42C1-8901-29ED83BE5AB5",20232,"MAT1620",8,2023,2,"4.9",38
"5228",440788,"C871F377-3DDE-4D59-92DF-73368A930932",20231,"QIM100E",6,2023,1,"4.6",37
"5229",440788,"48304288-69BD-4A79-9089-E230A3A44622",20231,"MAT1203",9,2023,1,"4.8",18
"5230",440789,"E875C7E1-9283-4555-8764-2D9BB2B43E46",20231,"QIM100E",4,2023,1,"2.1",87
"5231",440789,"FE60BD95-7BEA-4F86-B67F-76EED2212492",20231,"MAT1203",6,2023,1,"1.9",57
"5232",440789,"AFBF1989-402D-42C6-9A6B-979D9F8D6BE5",20231,"MAT1610",18,2023,1,"1.5",55
"5233",440790,"0AEEF5F8-BA3C-42C1-8901-29ED83BE5AB5",20232,"MAT1620",8,2023,2,"4.5",54
"5234",440790,"79AB7AD9-BFE3-4DF0-A018-32F5CC44D688",20231,"QIM100E",9,2023,1,"5.3",14
"5235",440790,"7C96BCD2-C49A-498F-A650-AF0782B7FF0E",20231,"MAT1203",13,2023,1,"5.1",24
"5236",440790,"615639FC-BE49-4721-83F8-DD532FB53D6A",20231,"MAT1610",11,2023,1,"4.6",27
"5237",440791,"101875A5-984C-40BF-840F-1489F4295074",20231,"QIM100E",10,2023,1,"3.1",65
"5238",440791,"63289025-57B3-42F1-8789-2BF2C7A6F113",20232,"QIM100E",1,2023,2,"4.9",44
"5239",440791,"83E27C0D-FE0D-486C-B8FC-3366A132173B",20232,"MAT1610",5,2023,2,"4.3",35
"5240",440791,"38C9A27C-8505-4FAD-AF3B-4399C984F0A0",20233,"MAT1620",2,2023,3,"4.8",26
"5241",440791,"92D23B1A-BC6B-4874-881E-A90B11944990",20232,"MAT1203",5,2023,2,"4.5",33
"5242",440791,"AACCB6F3-EE7D-45E4-AB9A-B7980D91FAE1",20231,"MAT1203",14,2023,1,"3.8",42
"5243",440791,"ECFA6F70-D7A2-4FBF-8EC0-ECF0B195166E",20231,"MAT1610",12,2023,1,"2.7",47
"5244",440792,"A4DE398B-4932-488F-8D5C-02DC4E9D6119",20231,"MAT1610",7,2023,1,"4",29
"5245",440792,"F54C199D-8DD2-4480-8F0B-1467179EA18A",20232,"MAT1620",2,2023,2,"4",56
